Year,MO,DY,WS2M,T2M_MIN,T2M_MAX,T2MDEW,PRECTOTCORR,WS10M,PS,WD10M,SSM,SUSM
2018,5,27,1.91,30.64,46.14,-3.71,0.0,2.76,97.36,210.62,2.474,11.203
2018,5,28,1.54,27.01,45.23,0.15,0.01,2.37,97.14,285.31,2.471,11.201
2018,5,29,1.79,29.85,45.6,1.61,0.0,2.48,97.11,191.19,3.267,11.755
2018,5,30,3.02,27.72,43.21,9.77,0.01,4.21,97.33,163.88,4.064,12.308
2018,5,31,1.95,29.67,43.9,13.12,0.01,2.66,97.49,197.81,4.86,12.862
2018,6,1,2.49,30.45,44.89,11.99,1.57,3.49,97.54,170.0,4.145,13.401
2018,6,2,2.34,27.17,39.42,19.79,9.69,3.19,97.67,152.38,3.431,13.939
2018,6,3,1.82,27.09,41.3,16.45,0.02,2.62,97.41,164.56,2.716,14.478
2018,6,4,2.82,28.78,42.36,17.67,0.0,3.89,97.4,123.5,2.845,14.35
2018,6,5,3.01,31.02,43.2,18.69,0.38,4.08,97.56,120.5,2.974,14.223
2018,6,6,1.88,29.84,39.83,21.92,15.29,2.61,97.71,206.56,3.103,14.095
2018,6,7,1.44,29.87,41.46,21.4,0.15,2.02,97.33,167.81,2.982,13.914
2018,6,8,2.43,30.34,42.95,18.8,0.25,3.35,97.02,124.5,2.862,13.732
2018,6,9,2.18,30.58,38.33,23.25,11.97,2.99,96.96,81.88,2.741,13.551
2018,6,10,1.6,28.96,39.51,22.76,2.06,2.18,96.98,278.31,2.665,13.123
2018,6,11,3.52,29.62,41.7,19.97,0.0,4.82,96.82,283.25,2.589,12.696
2018,6,12,3.46,28.98,45.01,15.87,0.0,4.89,96.55,286.5,2.513,12.268
2018,6,13,4.96,29.5,43.93,16.62,0.0,6.88,96.57,274.94,2.55,12.169
2018,6,14,4.76,31.48,42.07,17.33,1.35,6.55,96.77,265.62,2.588,12.069
2018,6,15,3.5,30.9,40.76,18.14,0.01,4.86,96.99,267.5,2.625,11.97
2018,6,16,3.41,31.58,41.35,18.71,0.43,4.78,97.2,259.94,2.585,11.922
2018,6,17,2.62,30.21,39.91,19.79,0.24,3.49,97.31,276.25,2.546,11.875
2018,6,18,3.13,28.26,41.26,17.84,0.0,4.21,97.34,317.75,2.506,11.827
2018,6,19,2.83,28.08,41.65,17.8,0.02,3.85,97.33,301.75,2.504,11.696
2018,6,20,1.65,29.54,43.17,17.96,0.0,2.34,97.41,310.38,2.501,11.565
2018,6,21,1.98,31.01,43.89,17.44,0.01,2.73,97.37,307.38,2.499,11.434
2018,6,22,1.46,31.3,44.81,15.26,0.25,2.07,97.27,312.81,2.747,11.417
2018,6,23,2.58,32.65,45.38,14.31,0.01,3.6,97.19,302.06,2.995,11.399
2018,6,24,3.02,31.11,44.5,13.49,0.0,4.24,97.17,309.25,3.243,11.382
2018,6,25,2.74,29.96,45.79,14.69,0.07,3.9,96.94,292.88,3.513,12.354
2018,6,26,3.63,30.38,37.81,20.07,1.51,4.95,97.03,250.62,3.783,13.325
2018,6,27,1.47,29.6,38.46,21.51,4.74,1.92,97.25,129.56,4.053,14.297
2018,6,28,3.77,28.23,35.83,23.84,7.79,5.21,97.41,115.62,9.422,22.821
2018,6,29,3.67,27.39,39.41,21.69,1.9,5.06,97.38,137.44,14.792,31.344
2018,6,30,1.49,29.06,37.78,22.3,1.78,2.02,97.41,186.0,20.161,39.868
2018,7,1,3.0,29.51,39.55,22.66,2.26,4.09,97.24,268.5,18.928,51.215
2018,7,2,3.29,28.55,37.81,24.76,23.38,4.73,97.01,260.94,17.694,62.562
2018,7,3,1.78,28.17,36.72,23.37,3.13,2.45,97.08,235.31,16.461,73.909
2018,7,4,2.63,28.99,36.17,23.26,2.71,3.69,97.14,249.31,14.433,71.424
2018,7,5,2.36,27.72,39.12,21.69,3.1,3.31,97.26,310.88,12.405,68.94
2018,7,6,2.46,27.47,40.64,19.86,0.0,3.48,97.26,299.38,10.377,66.455
2018,7,7,2.28,27.58,41.28,19.4,0.0,3.34,97.18,305.06,11.048,63.093
2018,7,8,1.83,28.38,42.23,19.28,0.04,2.55,97.11,295.38,11.72,59.732
2018,7,9,1.72,30.33,41.29,21.87,0.31,2.48,97.11,164.62,12.391,56.37
2018,7,10,1.8,29.73,40.19,23.51,3.58,2.5,97.15,174.25,13.585,56.348
2018,7,11,2.1,29.78,38.13,23.65,7.96,2.91,97.11,98.5,14.78,56.326
2018,7,12,1.8,28.57,37.64,24.55,5.96,2.5,97.06,144.44,15.974,56.304
2018,7,13,1.41,28.3,33.07,24.68,7.49,1.92,97.19,172.0,16.596,59.304
2018,7,14,1.38,27.19,30.88,25.58,21.23,1.94,97.19,112.31,17.219,62.304
2018,7,15,1.77,27.01,32.95,24.76,2.37,2.54,97.19,110.06,17.841,65.304
2018,7,16,1.69,27.26,34.08,25.52,13.07,2.43,97.24,153.94,17.981,66.654
2018,7,17,1.37,27.6,37.45,24.26,2.73,1.94,97.23,92.25,18.12,68.005
2018,7,18,0.97,28.14,39.3,23.19,0.24,1.4,97.29,64.94,18.26,69.355
2018,7,19,1.11,28.57,36.33,24.16,1.94,1.57,97.27,174.44,20.189,73.862
2018,7,20,0.98,28.12,33.78,25.12,9.55,1.42,97.2,224.75,22.118,78.37
2018,7,21,1.22,27.29,33.65,25.59,16.77,1.77,97.21,217.12,24.047,82.877
2018,7,22,1.93,26.93,31.12,25.68,13.37,2.77,97.34,140.5,24.418,91.018
2018,7,23,1.41,26.08,35.04,24.73,5.41,2.09,97.26,122.75,24.789,99.158
2018,7,24,1.21,27.13,35.26,25.27,21.24,1.85,97.33,204.75,25.16,107.299
2018,7,25,1.41,27.26,33.7,26.37,18.21,2.13,97.25,227.94,25.191,108.311
2018,7,26,0.98,26.16,29.7,26.19,47.68,1.44,97.28,232.62,25.223,109.324
2018,7,27,0.95,25.9,31.39,26.03,46.12,1.41,97.22,230.31,25.254,110.336
2018,7,28,2.0,25.37,31.87,25.81,59.09,2.96,97.25,291.19,24.883,110.183
2018,7,29,2.11,25.42,33.09,25.37,4.93,3.26,97.28,272.62,24.512,110.029
2018,7,30,2.2,25.48,32.83,25.54,3.76,3.41,97.24,282.12,24.141,109.876
2018,7,31,1.94,25.93,33.3,25.24,1.71,3.05,97.18,264.31,23.899,108.629
2018,8,1,2.09,24.25,33.9,24.66,2.23,3.2,97.22,257.31,23.658,107.381
2018,8,2,2.74,24.19,33.49,24.4,3.92,4.19,97.33,265.12,23.416,106.134
2018,8,3,2.52,23.97,33.48,23.84,11.74,3.84,97.41,259.56,24.014,107.168
2018,8,4,1.94,24.69,32.35,24.05,8.38,2.99,97.37,246.75,24.611,108.201
2018,8,5,1.51,24.32,30.62,24.51,8.93,2.3,97.41,206.5,25.209,109.235
2018,8,6,0.94,24.44,30.44,23.01,3.46,1.4,97.42,240.25,24.732,108.976
2018,8,7,1.2,23.78,30.89,24.2,4.6,1.78,97.43,104.38,24.255,108.718
2018,8,8,1.77,25.08,30.99,25.0,5.11,2.7,97.54,144.19,23.778,108.459
2018,8,9,1.16,25.3,33.04,25.33,0.44,1.75,97.72,128.06,24.252,109.053
2018,8,10,1.03,26.21,33.55,25.61,1.56,1.59,97.57,248.69,24.725,109.648
2018,8,11,1.74,25.95,33.82,25.91,12.51,2.75,97.21,255.81,25.199,110.242
2018,8,12,1.94,25.32,33.6,24.88,8.34,2.97,97.0,248.88,25.167,110.135
2018,8,13,1.45,25.1,31.29,24.9,12.6,2.12,97.22,295.38,25.136,110.027
2018,8,14,1.01,25.61,32.53,25.17,3.97,1.52,97.31,195.69,25.104,109.92
2018,8,15,0.7,26.4,33.81,25.59,4.91,1.18,97.49,207.19,25.101,109.754
2018,8,16,0.55,26.06,32.96,24.86,0.75,0.84,97.64,149.56,25.097,109.587
2018,8,17,1.48,25.91,32.56,25.79,0.19,2.35,97.42,106.5,25.094,109.421
2018,8,18,0.93,25.88,32.64,25.87,0.28,1.51,97.35,195.38,25.074,109.497
2018,8,19,1.13,26.62,32.04,25.88,3.95,1.81,97.31,265.06,25.053,109.572
2018,8,20,0.66,25.98,32.73,25.51,6.31,1.13,97.51,158.38,25.033,109.648
2018,8,21,1.49,26.35,31.49,26.08,1.47,2.32,97.53,138.81,25.089,109.865
2018,8,22,1.27,25.99,32.37,25.87,1.67,2.0,97.44,181.56,25.146,110.081
2018,8,23,1.38,25.13,31.69,25.46,6.31,2.09,97.44,250.31,25.202,110.298
2018,8,24,1.72,25.44,32.6,25.48,36.15,2.7,97.42,260.62,25.219,110.287
2018,8,25,2.22,24.4,33.48,24.9,8.7,3.47,97.33,275.38,25.235,110.277
2018,8,26,1.35,23.64,32.7,24.3,4.53,2.04,97.36,265.56,25.252,110.266
2018,8,27,0.58,25.54,31.65,25.32,12.88,0.85,97.51,178.25,25.191,110.229
2018,8,28,0.78,26.24,30.27,26.27,24.3,1.24,97.58,96.81,25.129,110.191
2018,8,29,1.7,25.65,32.03,25.8,8.92,2.54,97.72,135.56,25.068,110.154
2018,8,30,1.2,24.82,32.37,25.38,4.78,1.87,97.49,228.5,25.127,110.219
2018,8,31,1.55,24.39,33.09,24.37,4.08,2.45,97.52,217.81,25.187,110.285
2018,9,1,1.24,24.48,27.92,24.08,11.62,1.98,97.75,163.62,25.246,110.35
2018,9,2,1.13,24.51,29.33,24.48,4.14,1.77,97.74,263.75,25.235,110.272
2018,9,3,0.55,24.93,30.28,24.79,33.92,1.01,97.74,246.69,25.225,110.195
2018,9,4,1.1,24.58,30.68,24.28,6.77,1.76,97.8,300.75,25.214,110.117
2018,9,5,1.26,24.86,30.83,24.37,2.93,1.99,97.69,281.38,24.73,109.884
2018,9,6,0.94,24.27,32.8,23.9,4.18,1.51,97.65,260.19,24.246,109.652
2018,9,7,1.34,24.87,31.71,25.34,7.16,2.09,97.84,150.75,23.762,109.419
2018,9,8,1.66,24.84,30.55,24.44,8.06,2.63,97.94,79.5,23.018,107.46
2018,9,9,2.38,24.23,30.61,24.71,0.31,3.59,98.01,125.06,22.275,105.501
2018,9,10,1.09,23.55,31.33,24.88,0.1,1.73,98.11,147.94,21.531,103.542
2018,9,11,1.5,24.16,31.73,24.62,3.73,2.38,98.05,258.94,20.828,101.887
2018,9,12,2.46,23.23,32.51,24.05,7.38,3.86,97.77,266.19,20.126,100.233
2018,9,13,2.03,21.98,31.51,23.05,4.6,3.16,97.79,256.25,19.423,98.578
2018,9,14,1.85,21.06,31.43,21.99,0.07,2.84,98.01,273.88,18.402,95.532
2018,9,15,1.55,21.83,31.48,21.61,0.0,2.51,98.17,290.56,17.382,92.486
2018,9,16,2.04,21.03,30.94,21.81,0.0,3.25,98.03,300.0,16.361,89.44
2018,9,17,1.75,22.04,31.91,21.93,0.0,2.81,97.92,302.56,16.882,86.37
2018,9,18,1.9,20.34,31.01,20.58,0.0,3.05,97.97,312.0,17.403,83.301
2018,9,19,1.77,20.22,31.48,20.5,0.0,2.8,97.97,319.31,17.924,80.231
2018,9,20,0.97,20.58,32.36,21.49,0.04,1.71,98.0,153.88,20.393,90.163
2018,9,21,1.86,21.98,31.8,23.99,1.88,2.93,98.23,117.56,22.862,100.094
2018,9,22,3.0,22.63,26.85,23.59,17.53,4.48,98.31,79.06,25.331,110.026
2018,9,23,4.56,23.74,28.2,23.75,13.32,6.73,98.24,106.81,24.565,109.589
2018,9,24,3.13,23.82,27.01,24.3,39.35,4.7,97.99,128.75,23.798,109.153
2018,9,25,2.57,22.48,28.86,22.97,4.98,3.86,98.1,289.81,23.032,108.716
2018,9,26,2.12,20.54,30.44,21.66,0.0,3.38,98.13,303.19,22.176,106.711
2018,9,27,1.46,18.8,30.41,20.23,0.0,2.31,98.23,286.94,21.319,104.705
2018,9,28,1.17,20.41,31.65,18.98,0.0,1.88,98.32,289.12,20.463,102.7
2018,9,29,1.42,20.48,32.05,18.82,0.0,2.45,98.37,300.56,19.62,99.819
2018,9,30,2.02,18.94,30.99,19.34,0.0,3.4,98.29,304.56,18.777,96.939
2018,10,1,1.59,18.93,31.86,19.62,0.0,2.84,98.27,302.88,17.934,94.058
2018,10,2,1.42,18.54,31.02,18.93,0.0,2.35,98.35,312.44,17.224,90.604
2018,10,3,0.83,20.57,32.06,18.48,0.0,1.36,98.3,203.94,16.515,87.149
2018,10,4,1.06,20.19,31.76,18.75,0.01,1.89,98.46,163.0,15.805,83.695
2018,10,5,1.16,19.29,31.35,17.68,0.0,2.14,98.54,316.94,15.232,80.811
2018,10,6,1.51,18.51,30.54,18.18,0.06,2.65,98.48,311.44,14.66,77.927
2018,10,7,1.36,17.68,30.57,17.49,0.02,2.42,98.46,309.19,14.087,75.043
2018,10,8,1.05,18.44,31.51,17.22,0.0,1.85,98.3,145.38,14.032,72.453
2018,10,9,1.58,18.33,30.26,19.65,0.0,2.52,98.21,94.75,13.976,69.862
2018,10,10,2.15,20.86,29.32,21.33,0.04,3.48,98.28,117.0,13.921,67.272
2018,10,11,1.75,20.49,29.58,21.37,2.6,2.78,98.44,121.38,13.222,65.468
2018,10,12,0.9,19.28,29.98,18.84,0.02,1.68,98.63,212.31,12.523,63.665
2018,10,13,1.52,16.17,28.3,15.6,0.0,2.65,98.66,329.75,11.824,61.861
2018,10,14,1.89,14.92,28.49,14.23,0.0,3.23,98.6,307.5,11.504,59.822
2018,10,15,1.34,15.94,29.98,14.35,0.0,2.31,98.64,230.44,11.184,57.783
2018,10,16,0.96,16.91,30.3,15.26,0.0,1.7,98.6,128.56,10.864,55.744
2018,10,17,1.13,18.01,31.37,15.98,0.0,1.96,98.43,158.69,10.358,53.565
2018,10,18,1.51,17.8,30.85,17.93,0.0,2.65,98.39,129.94,9.853,51.385
2018,10,19,1.09,18.55,30.06,15.86,0.0,1.93,98.54,182.81,9.347,49.206
2018,10,20,1.38,17.57,29.8,14.14,0.0,2.43,98.76,217.12,9.036,47.357
2018,10,21,1.44,17.55,29.0,13.31,0.18,2.48,98.84,252.38,8.725,45.509
2018,10,22,1.73,13.71,29.24,11.83,0.0,2.85,98.7,321.56,8.414,43.66
2018,10,23,1.62,14.18,29.16,11.4,0.0,2.75,98.69,272.31,8.128,42.103
2018,10,24,0.93,16.3,29.65,11.14,0.0,1.62,98.7,147.0,7.842,40.546
2018,10,25,1.14,14.87,29.28,11.55,0.0,1.98,98.86,161.56,7.556,38.989
2018,10,26,1.25,15.8,29.47,11.97,0.0,2.11,99.03,218.5,7.308,37.618
2018,10,27,1.26,17.69,29.17,12.8,0.0,1.98,99.06,255.0,7.059,36.246
2018,10,28,1.51,16.22,29.31,12.62,0.0,2.32,99.03,239.12,6.811,34.875
2018,10,29,1.15,17.22,29.83,13.42,0.0,1.77,98.95,220.38,6.588,33.698
2018,10,30,0.9,17.46,29.75,13.76,0.0,1.52,98.95,218.12,6.364,32.522
2018,10,31,1.15,16.8,29.72,13.52,0.0,1.87,98.99,189.56,6.141,31.345
2018,11,1,0.71,17.04,28.99,12.59,0.0,1.08,98.88,145.19,6.037,30.408
2018,11,2,1.14,15.51,30.19,13.15,0.0,2.06,98.71,106.75,5.933,29.47
2018,11,3,2.68,17.05,27.19,16.08,0.27,4.03,98.62,121.81,5.829,28.533
2018,11,4,1.62,16.51,27.9,16.16,0.52,2.62,98.74,205.75,5.611,27.709
2018,11,5,1.8,12.65,25.3,8.15,0.0,3.07,98.82,312.75,5.393,26.884
2018,11,6,2.59,11.08,26.62,7.78,0.0,4.19,98.82,306.19,5.175,26.06
2018,11,7,1.62,8.77,26.71,3.99,0.0,2.65,98.9,257.88,5.029,25.275
2018,11,8,0.92,13.13,26.92,8.68,0.0,1.41,98.9,184.75,4.883,24.491
2018,11,9,0.84,14.99,27.19,8.9,0.0,1.32,98.75,183.31,4.737,23.706
2018,11,10,0.84,14.61,26.12,7.55,0.0,1.28,98.85,131.44,4.714,23.041
2018,11,11,1.02,13.98,26.19,8.41,0.0,1.62,98.89,156.81,4.692,22.377
2018,11,12,1.09,14.71,28.9,7.46,0.0,1.61,98.65,251.75,4.669,21.712
2018,11,13,0.93,16.58,28.46,9.98,0.01,1.52,98.42,139.38,4.501,21.331
2018,11,14,0.74,16.73,27.45,11.25,1.22,1.2,98.58,165.44,4.334,20.951
2018,11,15,1.55,14.61,26.72,11.35,0.35,2.5,98.88,233.44,4.166,20.57
2018,11,16,3.08,11.34,26.4,8.08,0.0,4.78,98.74,297.12,4.088,20.09
2018,11,17,2.37,10.51,26.9,5.99,0.0,3.72,98.61,291.81,4.011,19.61
2018,11,18,0.66,14.05,27.63,5.5,0.0,1.04,98.74,207.38,3.933,19.13
2018,11,19,1.52,13.87,26.4,10.32,0.0,2.58,98.97,114.0,3.849,18.721
2018,11,20,1.53,15.01,27.91,9.46,0.0,2.5,99.0,264.19,3.765,18.311
2018,11,21,2.24,11.75,27.41,6.87,0.0,3.59,99.0,301.75,3.681,17.902
2018,11,22,1.17,12.35,26.56,5.03,0.0,2.01,99.09,287.0,3.63,17.583
2018,11,23,2.78,10.73,27.31,6.39,0.0,4.49,99.2,308.31,3.58,17.264
2018,11,24,2.95,10.0,26.32,5.27,0.0,4.41,99.05,300.81,3.529,16.945
2018,11,25,1.7,10.41,27.17,5.36,0.0,2.7,99.04,316.62,3.489,16.691
2018,11,26,1.48,10.93,26.69,5.9,0.0,2.27,98.97,295.56,3.449,16.436
2018,11,27,0.68,13.87,26.35,7.77,0.0,0.95,99.14,90.31,3.409,16.182
2018,11,28,0.73,15.78,26.66,10.94,0.0,1.27,99.23,222.75,3.377,15.999
2018,11,29,1.88,11.9,25.45,8.8,0.0,3.23,99.26,304.56,3.345,15.816
2018,11,30,2.14,10.51,26.47,6.97,0.0,3.59,99.17,308.69,3.313,15.633
2018,12,1,1.94,9.07,25.83,4.37,0.0,3.1,98.93,292.94,3.286,15.474
2018,12,2,0.91,12.9,25.58,4.39,0.0,1.35,98.87,271.31,3.258,15.314
2018,12,3,1.64,10.55,24.56,4.94,0.0,2.62,98.97,316.38,3.231,15.155
2018,12,4,1.45,11.02,24.37,5.21,0.0,2.41,99.14,319.94,3.223,15.051
2018,12,5,1.59,9.63,23.6,4.98,0.0,2.57,98.9,285.06,3.215,14.948
2018,12,6,1.41,11.58,23.96,5.29,0.0,2.34,98.82,275.31,3.207,14.844
2018,12,7,1.99,8.07,23.84,5.47,0.0,3.42,98.88,313.19,3.184,14.761
2018,12,8,1.55,8.37,22.97,4.44,0.0,2.62,99.01,319.81,3.161,14.679
2018,12,9,1.39,9.3,23.3,4.3,0.0,2.16,98.9,239.75,3.138,14.596
2018,12,10,0.95,9.59,23.76,4.56,0.0,1.45,98.85,118.62,3.442,14.797
2018,12,11,0.77,11.61,24.23,4.6,0.0,1.11,98.95,186.19,3.746,14.999
2018,12,12,1.67,11.44,18.65,7.76,0.57,2.68,99.15,87.06,4.05,15.2
2018,12,13,1.42,9.23,19.93,8.65,0.05,2.45,99.39,260.88,3.8,15.212
2018,12,14,1.93,6.69,21.78,6.08,0.0,3.2,99.56,316.44,3.55,15.225
2018,12,15,2.2,6.32,23.13,4.73,0.0,3.52,99.5,313.31,3.3,15.237
2018,12,16,1.55,4.91,23.37,1.87,0.0,2.8,99.53,319.75,3.281,15.143
2018,12,17,1.65,5.2,23.69,1.24,0.0,2.97,99.38,318.56,3.262,15.05
2018,12,18,2.19,5.12,22.95,-0.57,0.0,3.77,99.23,304.69,3.243,14.956
2018,12,19,1.84,4.15,22.38,-1.01,0.0,3.18,99.15,303.38,3.217,14.834
2018,12,20,1.66,5.76,22.13,-1.27,0.0,2.86,99.18,313.69,3.191,14.711
2018,12,21,1.92,3.5,20.99,-2.09,0.0,3.4,99.08,299.88,3.165,14.589
2018,12,22,1.0,3.58,20.8,-2.77,0.0,1.74,99.12,225.38,3.137,14.485
2018,12,23,0.98,6.93,21.2,-1.4,0.0,1.59,99.21,187.94,3.109,14.38
2018,12,24,1.87,5.65,20.72,-0.92,0.0,3.27,99.09,264.25,3.081,14.276
2018,12,25,2.56,3.76,20.09,-1.81,0.0,4.26,99.02,304.38,3.066,14.19
2018,12,26,2.05,2.82,19.8,-2.19,0.0,3.48,98.89,308.06,3.05,14.105
2018,12,27,1.59,6.12,19.89,-1.99,0.0,2.55,99.01,245.12,3.035,14.019
2018,12,28,2.41,2.05,18.21,-2.99,0.0,4.03,99.06,303.44,3.031,13.992
2018,12,29,2.09,1.47,19.68,-3.38,0.0,3.45,99.24,294.81,3.027,13.965
2018,12,30,1.41,5.52,20.78,-1.86,0.0,2.3,99.48,226.56,3.023,13.938
2018,12,31,2.18,3.63,21.66,-1.4,0.0,3.8,99.4,282.94,3.038,13.945
2019,1,1,1.48,3.97,19.43,-1.2,0.0,2.52,99.33,263.62,3.053,13.952
2019,1,2,0.97,8.3,22.07,0.49,0.0,1.66,99.36,202.31,3.068,13.959
2019,1,3,2.25,5.01,21.37,2.06,0.0,3.84,99.43,305.19,3.183,14.102
2019,1,4,1.5,5.1,18.29,2.37,0.0,2.45,99.32,261.56,3.297,14.244
2019,1,5,1.41,5.72,22.11,2.12,0.0,2.57,99.22,111.12,3.412,14.387
2019,1,6,1.53,9.06,18.92,5.29,0.82,2.56,99.14,170.31,3.379,14.609
2019,1,7,1.88,6.52,21.58,5.37,0.0,3.25,99.28,322.69,3.346,14.831
2019,1,8,2.33,6.2,21.55,3.57,0.0,3.76,99.08,295.94,3.313,15.053
2019,1,9,2.8,5.46,22.45,1.76,0.0,4.41,99.04,295.06,3.297,15.038
2019,1,10,1.86,4.22,21.48,0.31,0.0,2.87,99.04,302.38,3.28,15.024
2019,1,11,0.66,6.83,21.48,0.1,0.0,1.03,99.2,58.75,3.264,15.009
2019,1,12,0.98,8.84,21.8,1.93,0.0,1.49,99.09,128.5,3.256,14.983
2019,1,13,2.02,8.68,21.62,5.56,0.01,3.38,99.3,183.19,3.249,14.957
2019,1,14,3.71,4.76,21.12,-1.28,0.0,5.57,99.2,304.94,3.241,14.931
2019,1,15,2.6,2.08,22.11,-5.31,0.0,4.16,99.11,295.06,3.226,14.9
2019,1,16,0.88,6.39,21.89,-4.16,0.0,1.38,99.15,262.38,3.211,14.869
2019,1,17,1.62,4.62,22.6,-2.98,0.0,2.98,99.05,313.69,3.196,14.838
2019,1,18,1.68,4.26,22.24,1.14,0.0,3.03,99.04,306.31,7.807,18.392
2019,1,19,1.69,6.79,24.44,0.5,0.0,2.98,99.02,295.88,12.419,21.945
2019,1,20,0.91,12.07,25.83,2.15,0.0,1.55,98.93,144.12,17.03,25.499
2019,1,21,3.32,12.26,22.36,5.56,12.43,5.16,98.7,113.19,16.066,35.972
2019,1,22,2.74,10.55,18.62,9.83,25.78,4.14,98.78,193.44,15.102,46.446
2019,1,23,1.44,10.05,20.91,7.94,0.12,2.48,99.07,268.75,14.138,56.919
2019,1,24,1.92,8.74,21.76,5.65,0.02,3.16,99.26,216.19,13.608,57.523
2019,1,25,2.3,5.98,18.16,3.94,1.46,3.63,99.32,322.12,13.077,58.128
2019,1,26,1.91,2.69,19.17,0.58,0.05,3.34,99.52,318.88,12.547,58.732
2019,1,27,2.36,3.94,18.12,-0.08,0.02,3.87,99.53,308.0,12.457,58.037
2019,1,28,2.7,2.07,19.75,-1.87,0.0,4.27,99.48,308.12,12.367,57.343
2019,1,29,2.45,2.03,21.32,-2.67,0.0,4.06,99.39,297.62,12.277,56.648
2019,1,30,1.52,4.02,18.86,-1.27,0.0,2.7,99.25,275.5,12.218,56.429
2019,1,31,2.1,6.78,22.55,0.36,0.07,3.62,99.12,127.06,12.158,56.211
2019,2,1,1.48,8.49,22.37,3.08,0.03,2.6,99.19,211.62,12.099,55.992
2019,2,2,1.84,5.89,21.11,3.07,0.0,3.18,99.17,304.12,11.989,54.991
2019,2,3,1.61,5.45,22.44,3.54,0.0,2.93,99.3,297.75,11.879,53.99
2019,2,4,1.44,5.84,23.05,2.9,0.0,2.49,99.35,283.25,11.769,52.989
2019,2,5,0.99,8.44,26.24,5.6,0.04,1.76,99.11,108.94,14.716,62.246
2019,2,6,2.29,12.64,24.28,11.09,3.22,3.61,98.63,130.5,17.662,71.502
2019,2,7,4.01,12.25,22.3,12.28,10.35,5.99,98.34,127.19,20.609,80.759
2019,2,8,2.21,7.51,20.9,4.21,0.85,3.48,98.93,312.12,19.449,81.223
2019,2,9,2.57,5.04,21.23,1.62,0.0,4.09,99.2,301.88,18.29,81.686
2019,2,10,1.68,5.5,21.21,1.64,0.0,2.91,99.35,310.0,17.13,82.15
2019,2,11,1.31,8.12,22.54,2.32,0.0,2.39,99.4,268.69,18.812,83.294
2019,2,12,0.96,8.92,23.77,3.21,0.0,1.77,99.43,188.75,20.495,84.439
2019,2,13,0.75,11.62,22.33,3.53,0.0,1.2,99.32,150.75,22.177,85.583
2019,2,14,2.52,12.36,23.41,7.64,1.93,4.07,98.92,119.0,21.582,88.994
2019,2,15,1.23,11.07,20.65,12.31,7.59,2.09,98.91,105.62,20.986,92.406
2019,2,16,1.18,10.58,22.66,9.67,0.07,2.05,99.08,176.31,20.391,95.817
2019,2,17,2.32,8.04,23.37,5.64,0.0,3.77,98.76,304.25,20.559,94.99
2019,2,18,1.45,9.25,25.09,4.76,0.7,2.6,98.34,164.88,20.728,94.163
2019,2,19,1.18,10.49,25.48,7.35,0.49,2.12,98.68,196.0,20.896,93.336
2019,2,20,1.98,13.99,24.69,9.12,1.77,3.28,99.07,103.12,19.944,92.463
2019,2,21,2.08,12.65,27.81,9.69,0.68,3.2,98.99,145.38,18.993,91.591
2019,2,22,2.9,12.83,25.8,9.78,0.02,4.35,98.99,311.56,18.041,90.718
2019,2,23,2.91,8.67,22.28,4.15,0.0,4.62,98.85,303.88,18.563,88.728
2019,2,24,1.97,8.7,25.55,2.44,0.0,3.33,98.54,263.38,19.086,86.739
2019,2,25,1.23,9.36,25.07,2.26,0.0,2.26,98.44,116.38,19.608,84.749
2019,2,26,1.87,9.3,24.48,3.39,2.24,3.04,98.52,136.5,19.468,84.503
2019,2,27,2.2,7.58,19.49,5.81,2.28,3.4,98.59,187.94,19.327,84.258
2019,2,28,2.1,7.01,22.21,2.3,0.0,3.43,98.9,293.88,19.187,84.012
2019,3,1,1.85,5.66,24.63,1.62,0.0,3.08,98.95,308.38,18.768,84.221
2019,3,2,1.57,10.94,24.97,5.58,5.43,2.49,98.95,95.25,18.348,84.43
2019,3,3,1.78,9.73,25.62,9.54,0.2,2.77,98.65,157.69,17.929,84.639
2019,3,4,1.78,11.76,24.68,9.56,0.56,2.86,98.35,309.25,16.872,82.593
2019,3,5,2.26,9.78,25.32,6.03,0.02,3.68,98.45,308.56,15.816,80.547
2019,3,6,2.27,8.94,25.56,4.79,0.0,3.75,98.57,305.69,14.759,78.501
2019,3,7,1.89,10.3,26.98,3.85,0.0,3.09,98.62,318.25,14.526,75.73
2019,3,8,1.95,12.76,27.69,5.41,0.0,3.19,98.8,134.19,14.293,72.96
2019,3,9,2.46,12.33,28.18,5.93,0.0,3.97,98.73,254.5,14.06,70.189
2019,3,10,1.66,9.84,27.49,5.33,0.0,2.56,98.77,264.81,14.008,68.336
2019,3,11,2.53,11.47,29.77,6.65,0.34,4.06,98.74,162.81,13.957,66.484
2019,3,12,2.32,13.2,27.81,8.07,0.01,3.54,98.92,249.31,13.905,64.631
2019,3,13,1.57,13.86,22.87,5.06,0.0,2.6,99.01,246.88,13.032,63.295
2019,3,14,2.18,12.26,27.71,6.44,0.95,3.51,99.04,251.62,12.158,61.96
2019,3,15,2.14,10.8,28.06,6.9,0.0,3.38,99.12,324.31,11.285,60.624
2019,3,16,1.86,11.19,28.94,5.98,0.0,3.0,98.96,299.75,10.861,58.005
2019,3,17,1.58,13.21,30.01,4.77,0.0,2.77,98.81,286.75,10.437,55.387
